producto_b2b_id,id_interno,sku_base,nombre,descripcion_resumen,category_id,categoria_slug,subcategory_id,subcategoria_slug,classification_status,confidence,evidencia,regla_utilizada
383a7bf2-4710-4546-9b82-7f312451e90d,pp_8f4b61f91c8095f271fe2304,,"Mochila ""ADVANCED""","28 x 40,5 x 9 cm. Capacidad 11 litros. Poliéster 300D, interior Poliéster estampado 210D. Mochila portanotebook de hasta 15 pulgadas con 2 compartimentos, principal con bolsillo ac",,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bolsas-mochilas-viaje', 'libretas-cuadernos']",mochilas-backpacks/libretas
39037d5e-613e-4ef0-b67c-adbfb40fffab,pp_99c43252de706d5972d6f4f9,,"Jarra con tapa ""BAMBJUG""","Ø 8,8 x 22,8 cm. Capacidad 1100 ml. Vidrio de borosilicato y bambú. Jarra con pico vertedor y asa de vidrio de borosilicato. Tapa de bambú y acero inoxidable 304 con anillo de sili",,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
39101363-950e-4ed6-a8a7-5c27bf7f4a60,pp_1a3466b19577fe16cb6c1321,,"MUG ""BRONX""","Ø 6 x 19,5 cm. Capacidad 350 ml.  Acero inoxidable. Mug doble pared Interior acero 304 y exterior acero 201. Tapa a rosca, botón para abrir y cerrar. Lazo para sujetar en la muñeca",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,3ac4291e-53ab-4bdc-b42a-9fc84648ba4f,tazas-mugs,HIGH_CONFIDENCE_EXACT,1.0,match:\bmug\b,tazas-mugs
3a39e9d9-b6c0-408a-971a-e1b9add68dc0,pp_2823b104ea1546c734fa4805,,"Mouse pad sublimable ""PADI""","Superficie pensada para destacar tu marca.Mouse pad sublimable de tela y base de goma antideslizante.Medidas: 23 x 19 x 0,2 cm
Materiales: goma y tela",,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
3c0c8121-1c4e-4c76-bfba-53f87916c31d,pp_9b6f89491bab5d060d90ed9b,,BANDA REFLECTANTE FLÚO,"32 x 3,2 cm Plástico. Reflec. Enrollable.",,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
3c5345c5-15e2-4d3e-bebb-f7f6f0c2f884,pp_40a058fff6734269f6455122,,"Set de juegos ""POKADA""","Diversión clásica en un solo setSet de entretenimiento. Incluye: 1 juego de cartas de póker plastificadas, 5 dados de madera y 32 piezas de ajedrez. Caja contenedora en bambú con b",dcf767d4-2f29-4904-923a-fc6a1d4f373e,outdoor-deporte-recreacion,22d6181d-1180-45bc-9399-cade08cd6066,juegos-recreacion,HIGH_CONFIDENCE_EXACT,1.0,match:\bjuego\b,juegos-recreacion
3cf6a023-79e9-428e-a93c-49306cd11c25,pp_39067a02cf99da5bc52c08c8,,Trofeo de cristal diagonal,"19 x 5,6 x 3 cm. Cristal. Bloque de cristal en forma de prisma 3D. Corte diagonal en la parte superior. Permite grabado de logo o texto. Presentación en estuche con cierre magnétic",,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
3e42c78a-c6b5-47ec-84cb-db85c0519d36,pp_7e94c7a0bd017571c665d98c,,"MUG TÉRMICO ""BIG""",Ø 10 x 20 cm. Capacidad 850 ml. Acero Inoxidable. Mug doble pared sellado al vacío. Tecnología Vacuum. Interior en acero 304 y exterior en acero 201. Pintura Powder Coat (pintura m,5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dafde7ec-418f-4071-af3e-3ddc803feaa0,termos,HIGH_CONFIDENCE_EXACT,1.0,match:termic,termos
3f6d9ba7-71de-48c7-8924-8a43c93ca8ff,pp_fa8527349aaf5b1c99073ed2,,"Mug térmico ""LUNGO""","Ideal para jornadas largasMug doble pared, sellado al vacío. Interior en acero 304 y exterior en acero 201. Tapa de polipropileno a rosca y anillo de silicona, 2 en 1, con popote d",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dafde7ec-418f-4071-af3e-3ddc803feaa0,termos,HIGH_CONFIDENCE_EXACT,1.0,match:termic,termos
41af8d40-5918-4610-9ea9-4bb9ee332949,pp_d288f97e95d3b193c0666cf8,,"Botella térmica ""ROLLING""","Temperatura que acompaña tu ritmo.Botella doble pared, sellada al vacío. Interior de acero 304 y exterior de acero 201. Bicolor. Pintura Powder coat (pintura más duradera y resiste",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dafde7ec-418f-4071-af3e-3ddc803feaa0,termos,HIGH_CONFIDENCE_EXACT,1.0,match:termic,termos
41f6812d-9043-47b8-a2d5-8be2c7ffcae6,pp_8348ea3db93622cae276aedd,,"Necessaire ""NIZA""","20 x 12 x 5,3 cm. Polyester 300D. Necessaire. Estructura acolchada. Asa para transportar. Compartimento principal con cierre con tirador engomado. Interior forrado. En uno de sus l",,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
462fb9bf-627e-4244-8f27-995e28830d81,pp_2a5c7d1b824455e121b8bacb,,"BOLSO DEPORTIVO ""WORKOUT""","Ø28 x 55 cm. Capacidad 34 litros. Poliester 600D. Bolso deportivo con espacioso compartimento principal con cierre, 2 asas, correa ajustable.",,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
475a79ae-5552-4fb5-9c56-ad13614d438b,pp_edfd60a38cfabbdb3df5dd32,,Libreta pequeña “White”,"14,3 x 9,2 x 1,1 cm. Cartón. Libreta de pasta dura color blanco. Contiene 80 hojas rayadas, separador de tela. Cierra con banda elástica de color.",2c4837bb-b5f0-47d3-8bb5-710f16f9a297,libretas-cuadernos,067c4d5d-d3d5-48b2-8678-5300800da356,libretas,HIGH_CONFIDENCE_EXACT,1.0,match:\blibreta\b,libretas
498d4f71-896e-4871-af57-8cae0cf14ecb,pp_f34019d65fb6a6afe8cd1e2b,,"Tabla para quesos ""EMMENTAL""","24,5 x 17,2 x 1,5 cm. Madera y acero inoxidable. Tabla para quesos. Tabla de madera de acacia con imán para fijar el cuchillo y anillo de acero inoxidable para colgar. Cuchillo con",,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
4c2df6de-99c1-48bf-a3dd-dfec031c6167,pp_277ecc1605b343355cbe3894,,"Set de coctelería / Bartender Kit ""YEIKIT""","Acero inoxidable. Bartender Kit de tres piezas: Coctelera (Shaker) Ø 8 x 23,8 cm. Capacidad 600 ml. Vaso mezclador en acero 202 con acabado negro mate y tapa con colador incorporad",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,b7bd4288-c117-4306-b4f3-d16f8d49ae76,shakers-deporte,HIGH_CONFIDENCE_EXACT,1.0,match:\bshaker\b,shakers-deporte
4c5b0169-77b4-444b-bddd-2eebf372111c,pp_f1e90baff2a2627e63d253a1,,"Lonchera ""CHECA""","11,5 x 5,8 x 21,5 cm. Plástico Polipropileno. Contenedor de alimentos. Tapa translúcida con bandeja porta cubiertos, anillo de silicona antiderrame y ajustes de seguridad en sus la",,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bolsas-mochilas-viaje', 'hogar-cocina']",hieleras-coolers/utensilios-cocina
4ceb611c-9a91-4075-a329-2a3c348e9165,pp_25e0f0fe620f3e757e0a5b84,,LAMPARA PLEGABLE,"17 x 3,9 x 4,5 cm. Plástico ABS. Lámpara plegable con detalles de color gris en el interior. Botón que cambia la intensidad de la luz al presionarlo. Se encenderá una luz roja cuan",,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['herramientas-auto', 'tecnologia']",lamparas-gadgets-usb/accesorios-auto
4da8806f-3a7d-4c0c-8938-165907ca9f36,pp_5988085d6d2fc9ea7b480376,,"cable de carga rápida ""SPIDY""","Carga al instante, vive sin límites.Cable de carga rápida. Entrada 2 en 1: USB y USB-C. Salida:  USB-C, microUSB y lightning. Max 20V 3A. Color gun con toques naranjas en cada cone",73bc893a-e0cb-4f14-a593-2c93353dc50d,tecnologia,1994c87a-63af-4817-a412-2229508a7039,cargadores-cables,HIGH_CONFIDENCE_EXACT,1.0,match:\bcable\b,cargadores-cables
4dc926da-3a30-44ef-a9d3-24f35143a055,pp_694a1f43b6770be5dfb593c9,,"Mochila ""TRIBECA""",29 x 41 x 12 cm. Capacidad 14 litros. Políester 300D. Mochila portanotebook de hasta 16 pulgadas. Compartimento principal con bolsillo acojinado porta notebook y bolsillos organiza,,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bolsas-mochilas-viaje', 'libretas-cuadernos']",mochilas-backpacks/libretas
4df05862-de2e-4d87-8265-baf66af63ff4,pp_1d5a86bfbe5d42bd606e807f,,"Mug térmico ""NORDICO""","La elegancia y la funcionalidad se encuentran.Mug doble pared, sellado al vacío. Interior en acero 304 / exterior en acero 201, con detalles de Bambú. Tapa plástica transparente a ",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dafde7ec-418f-4071-af3e-3ddc803feaa0,termos,HIGH_CONFIDENCE_EXACT,1.0,match:termic,termos
502abeb6-0c6a-4df5-8917-cb8ceb709304,pp_5ad76c164ecb39e1e9b6e978,,"Mug térmico ""TORCH""","Mantén tus bebidas a la temperatura perfecta.Mug doble pared, sellado al vacío. Mug con aislamiento térmico. Tecnología vacuum. Interior en acero 304 y exterior en acero 201. Tapa ",,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bebidas-termos-vasos', 'outdoor-deporte-recreacion']",termos/tazas-mugs/juegos-recreacion
512197b4-10cb-4e6d-99ed-5e259bf102ec,pp_ce266a924cecad70645a18c6,,"Set de corte ""BAMBCUT""",40 x 30 x 1.2 cm. Bambú. Set de corte. Tabla de Bambú con afilador incorporado y cuchillo. Cuchillo de acero inoxidable con mango en madera color negro de 32.5 cm . Afilador de plá,,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
529d9226-08b9-46e2-b90d-ab9b66e7f6d7,pp_03de6f92418b7776965ca5c7,,ESPEJO DE BAMBÚ CIRCULAR ¨BELLA¨,"Ø 7,3 cm. Espesor 8mm. Bambú y vidrio. Espejo pocket circular revestido en bambú. Un material noble para acompañarte siempre.",da3310b3-9226-4f64-ade9-3a7f51abf7d0,salud-bienestar-seguridad,a7a46cd7-503d-45aa-bbcd-e88ec764b999,belleza-cuidado-personal,HIGH_CONFIDENCE_EXACT,1.0,match:espejo,belleza-cuidado-personal
54cf8241-fd2b-4ce7-940d-b7b4f35fd64c,pp_bef3a1bedab369b505a7b3ad,,"Botella ""Belize""","Ø 5,5 x 19,5 cm. Capacidad 440 ml. Vidrio. Cuerpo traslúcido. Funda de neopreno para proteger la botella y mantener la temperatura de las bebidas. Tapa de acero inoxidable con tira",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dd7255b0-a98b-422a-be20-4f478e9da9d7,botellas-cilindros,HIGH_CONFIDENCE_EXACT,1.0,match:botella,botellas-cilindros
5596a8ae-6727-4099-9388-4caab77eecee,pp_1edee8799e5e1a985be8be34,,"Botella térmica con dos tapas ""ROLLING TOP""","Una botella, dos formas de usarla.

Set de botella con dos tapas. Botella doble pared, sellada al vacío. Interior de acero 304 y exterior de acero 201. Bicolor. Pintura Powder co",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dafde7ec-418f-4071-af3e-3ddc803feaa0,termos,HIGH_CONFIDENCE_EXACT,1.0,match:termic,termos
56908e81-b886-42db-a24f-6df29796e6b0,pp_86f5bab82fba55b586e839aa,,"Set de Asado / BBQ ""BRANGUS""","43 x 26 x 1,2 cm. Madera y acero inoxidable. Set de asado. Tabla de corte / Bandeja de madera de acacia con asa de ambos lados de acero de carbono. Contiene 2 utensilios de acero i",a9a77a11-d44e-4d23-a182-ab25fd11e3f9,hogar-cocina,a23a4c30-00c4-426f-90b3-c51e21ed8f10,utensilios-cocina,HIGH_CONFIDENCE_EXACT,1.0,match:utensilio,utensilios-cocina
56b9d870-1141-4dae-87d3-b223386bf01e,pp_d3d47afd6d82f2b7891ec8a4,,"BOTELLA TÉRMICA ""ISLA""","Ø 7 x 25,5 cm. Capacidad 500 ml. Acero inoxidable. Botella doble pared, sellada al vacío. Interior de acero 304 y exterior de acero 201. Cuerpo y tapa a rosca del mismo color. Mant",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dafde7ec-418f-4071-af3e-3ddc803feaa0,termos,HIGH_CONFIDENCE_EXACT,1.0,match:termic,termos
58043e3b-6f6b-4f44-91b1-660f3f2a43ec,pp_a168b488709d37901495305a,,"MOCHILA ""KALA""",28 x 42 x 12 cm. Capacidad 14 litros aprox. Tela de yute - imitación. Poliéster 100%. Mochila portanotebook de hasta 16 pulgadas. Amplio bolsillo frontal con cierre lateral. Posee ,,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bolsas-mochilas-viaje', 'libretas-cuadernos']",mochilas-backpacks/libretas
587f5fa5-a8ff-4ce3-8bb8-8245fe051124,pp_a2e7dcf099854ebb8a22afd0,,"Adaptador universal ""TRAVIS""","Tu compañero de viaje que no puede faltar.Adaptador universal de viaje. Tres enchufes: dos de la Unión Europea y uno del Reino Unido. Tipo de patas: redondas, cruzadas y paralelas.",,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bolsas-mochilas-viaje', 'tecnologia']",bolsas-ecologicas-non-woven/bolsas-tote-shopping/cargadores-cables
594c2ff4-3c6b-4818-ba30-2647d8ed0d7a,pp_b84cbe1c8b418afbadb74bb5,,Cooler ¨Aruba¨,"28 x 25 x 25 cm. Capacidad 17,5 litros. Poliéster 420D. Interior recubierto de aluminio. Exterior con bolsillo y cierre que permite guardar pequeños objetos. Tira con regulador de ",b55ad3e5-2743-444f-b101-3702f81d55f6,bolsas-mochilas-viaje,1fcf5c4c-59d9-486e-b7e5-09a6f493ae33,hieleras-coolers,HIGH_CONFIDENCE_EXACT,1.0,match:\bcooler\b,hieleras-coolers
598779da-0834-446f-a4e5-25dfcb96f365,pp_39c053bfa19c6739b6cbc4d1,,"Mochila ""CORCEGA""","28 x 41 x 11 cm. Capacidad 13 litros. Poliester 300D / PVC Wulong. Tela interior poliéster 210 D. Mochila portanotebook hasta 15"". Compartimento principal con bolsillo para noteboo",,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bolsas-mochilas-viaje', 'libretas-cuadernos']",mochilas-backpacks/libretas
5b8fe2b1-fcac-4336-abcb-0b06c35a1a47,pp_8929b06088f40e65d8923790,,"Mug térmico ""MALLOW""","La compañia perfecta para tus bebidasMug doble pared, sellado al vacío. Interior en acero 304 y exterior en acero 201. Tapa plástica transparente a presión con anillo de silicona. ",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dafde7ec-418f-4071-af3e-3ddc803feaa0,termos,HIGH_CONFIDENCE_EXACT,1.0,match:termic,termos
5d431415-3461-4f9f-8856-2e2fa68e0186,pp_5f227144a931ec142337fd28,,"Mug sublimable ""DIANA""",Personaliza cada sorbo.Mug sublimable doble pared. Interior de plástico Polipropileno y exterior de acero 201. Tapa plástica transparente a presión con anillo de silicona. Pintura ,5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,3ac4291e-53ab-4bdc-b42a-9fc84648ba4f,tazas-mugs,HIGH_CONFIDENCE_EXACT,1.0,match:\bmug\b,tazas-mugs
64042428-ffd7-4e85-a6aa-aa59260470cf,pp_c6754cc3df0efea1294068f2,,"Necessaire "" PETUNIA""",Organiza tu viaje con estilo Y practicidad.Necessaire colgante. Compartimento principal con cierre y asa de tela para transportar. Interior: compartimento superior rebatible con ga,,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
64142157-6dbe-4973-9573-5ae181c8559e,pp_8c8b7f9fd91d126c7a1ffb07,,"Libreta ""TREK""",Lista para acompañar cada planLibreta. Tapa de cartón rígido recubierta en poliuretano bicolor (diferentes colores combinados con negro). Interior de 80 hojas rayadas en papel obra,2c4837bb-b5f0-47d3-8bb5-710f16f9a297,libretas-cuadernos,067c4d5d-d3d5-48b2-8678-5300800da356,libretas,HIGH_CONFIDENCE_EXACT,1.0,match:\blibreta\b,libretas
6510c6d1-3220-496a-8c12-88ad6153337b,pp_e69e1920745881eb514c0fab,,"Cafetera Prensa Francesa ""BAMBCOFFEE""",Ø 8 x 18 cm. Capacidad 600ml. Vidrio de Borosilicato + Tapa de bambú. Cafetera Prensa Francesa con filtro de aluminio. Presentación en caja de regalo Kraft.,a9a77a11-d44e-4d23-a182-ab25fd11e3f9,hogar-cocina,d3649357-6cf1-493d-bb3d-36d42e485a6e,cafe-te-servicio,HIGH_CONFIDENCE_EXACT,1.0,match:cafeter,cafe-te-servicio
653660dc-cb48-411e-bdeb-2a0885d5b0e6,pp_b4d90836be7d8245cf9bb1ab,,"MUG ""NORI""",Ø 8 cm X 17.6 cm. Capacidad 500 ml. Polipropileno y acero inoxidable. Mug doble pared. Interior en plástico y exterior de acero inoxidable 201. Tapa plástica transparente a presión,5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,3ac4291e-53ab-4bdc-b42a-9fc84648ba4f,tazas-mugs,HIGH_CONFIDENCE_EXACT,1.0,match:\bmug\b,tazas-mugs
66213018-4ab2-4107-9e70-9814b2a1caef,pp_e050db616217dd0791bfb0e0,,NECESSAIRE,"25,5 x 19 x 8 cm. Polyester 600D. Colgante, con manija para transportar, cierre de apertura completa, 2 compartimentos internos plásticos transparentes, 2 bolsillos internos de red",,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
670b3936-7717-42d3-8385-1b03a8af17b4,pp_e7e73ab25faae4a2f947b361,,"TABLA PARA QUESOS ""FRANCIA""","29,8 x 18,7 x 1,2 cm. Bambú y Acero inoxidable . Tabla de bambú con set de 3 utensilios de acero inoxidable 210 con mango de madera: 2 cuchillos y 1 tenedor. Tabla para cortar y pr",a9a77a11-d44e-4d23-a182-ab25fd11e3f9,hogar-cocina,a23a4c30-00c4-426f-90b3-c51e21ed8f10,utensilios-cocina,HIGH_CONFIDENCE_EXACT,1.0,match:utensilio,utensilios-cocina
67a50add-704b-4141-bdce-16319c0ae2a9,pp_cc71853183a1f5a074f7b229,,"Mochila ""FORCE 9""","Comodidad y Organización en cada Trayecto.Mochila portanotebook de hasta 16 pulgadas.  Cuenta con dos compartimentos: Compartimento posterior con cierre, bolsillo portanotebook de ",,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bolsas-mochilas-viaje', 'libretas-cuadernos', 'outdoor-deporte-recreacion']",mochilas-backpacks/libretas/paraguas-impermeables
67d8a9f8-b2ec-448b-83d9-a3f10aabf1ef,pp_8e98912b7faecae917e621bb,,"Taza ""MIKA""",Práctica y elegante.Taza con tapa. Tapa plástica a presión color negro con anillo de silicona. Base de corcho.  Pintura con acabado mate. Producto apto para microondas siempre reti,5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,3ac4291e-53ab-4bdc-b42a-9fc84648ba4f,tazas-mugs,HIGH_CONFIDENCE_EXACT,1.0,match:\btaza\b,tazas-mugs
68494ba8-fc8a-4549-ac07-fc064e858a78,pp_af623e12b043748915205e36,,Bocina bluetooth “Landia”,"Ø 4,5 x 7 cm. (aprox). Plástico engomado. Mini bocina bluetooth. En la base: goma antideslizante, interruptor de encendido y apagado, botón de reproducción/pausa, respuesta y final",73bc893a-e0cb-4f14-a593-2c93353dc50d,tecnologia,1994c87a-63af-4817-a412-2229508a7039,cargadores-cables,HIGH_CONFIDENCE_EXACT,1.0,match:\bcable\b,cargadores-cables
69d83c6d-3469-4626-862e-8115502a7dc9,pp_c814e22fd2fc28583e80df59,,"Botella Deportiva ""GRAF""",Motivación que refresca y acompaña.Botella deportiva motivacional. Botella de colores pastel en degradé bicolor con acabado frost. Tapa plástica combinada en color negro con un col,,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bebidas-termos-vasos', 'bolsas-mochilas-viaje']",deportivas-duffel/botellas-cilindros
6c7b436a-0aed-4776-84cc-93aba65dc4f0,pp_ba5e42abd3ae4a7084fe126b,,"Botella""HOP""","Ø 6,6 x 23 cm. Capacidad 600 ml. Aluminio. Cuerpo color plata, tapa de color traslucida con tira de silicona (de 8 cm) del mismo color. Ideal para hidratarte todos los días. Presen",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dd7255b0-a98b-422a-be20-4f478e9da9d7,botellas-cilindros,HIGH_CONFIDENCE_EXACT,1.0,match:botella,botellas-cilindros
6cefb82e-f848-4749-9390-558ffd71ad4d,pp_bb4af1de18d5d3981956444a,,"MOCHILA ""FUNCIONAL""",28 x 40 x 12 cm. Capacidad 14 litros. Poliester 300D. Mochila portanotebook de hasta 15 pulgadas. Compartimento principal con bolsillo portanotebook acojinado con tira y detalle en,,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bebidas-termos-vasos', 'bolsas-mochilas-viaje', 'libretas-cuadernos']",mochilas-backpacks/viaje-equipaje/botellas-cilindros
6daa059e-9f3c-4cbf-bf60-66147279dc55,pp_776e6333c21f2fb250d9938a,,"Mochila ""ELEMENTAL""",Lleva lo esencial bien resuelto.Mochila portanotebook de hasta 16 pulgadas. Compartimento principal con cierre bidireccional. Interior con bolsillo acolchado portanotebook y cierre,,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bebidas-termos-vasos', 'bolsas-mochilas-viaje', 'libretas-cuadernos']",mochilas-backpacks/botellas-cilindros/libretas
6e5f4772-a687-49e6-808f-1f45e5280bcf,pp_160df70632bdca183e5318ec,,"Botella térmica ""DORICA""","Ideal para llevar a tus actividades diarias.Botella doble pared, sellada al vacío. Interior de acero 304 y exterior de acero 201. Pintura acabado mate. Tapa a rosca con anillo de s",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dafde7ec-418f-4071-af3e-3ddc803feaa0,termos,HIGH_CONFIDENCE_EXACT,1.0,match:termic,termos
6faec707-ea7b-41f3-bc1b-3cf0fe817014,pp_23e36acf8f0e08153c32c8b5,,"Botella térmica ""GRIP""","Ø 7 cm x 26,5 cm. Capacidad 600 ml. Acero inoxidable. Botella doble pared, sellada al vacío. Interior en acero 304 y exterior en acero 201. Grip de silicona texturado para mejor ag",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dafde7ec-418f-4071-af3e-3ddc803feaa0,termos,HIGH_CONFIDENCE_EXACT,1.0,match:termic,termos
712513c3-73fb-4830-bc65-15fd1adf474c,pp_43372e5d9ad96389cf0c65d8,,"Bolsa ecológica ""TOTE I""",25 x 30 x 10 cm. Non-woven. Bolsa reutilizable termosellada no tejida con asa. Fuelle de 10 cm. Soportan hasta 2 kilos.,b55ad3e5-2743-444f-b101-3702f81d55f6,bolsas-mochilas-viaje,400b5f3e-9149-4497-a58f-43918c24c538,bolsas-tote-shopping,HIGH_CONFIDENCE_EXACT,1.0,match:\btote\b,bolsas-tote-shopping
714a740b-67eb-4cb2-8649-3dc0006fd90d,pp_6a92cee708115d7950db202d,,"Hielera "" ALASKA""","Ø 14 x 14 cm. Capacidad 1100 ml. Acero inoxidable. Interior en acero 304 y exterior en acero 201. Hielera de mesa con tapa. Pinza para hielo de acero inoxidable, encastrable en la ",b55ad3e5-2743-444f-b101-3702f81d55f6,bolsas-mochilas-viaje,1fcf5c4c-59d9-486e-b7e5-09a6f493ae33,hieleras-coolers,HIGH_CONFIDENCE_EXACT,1.0,match:hielera,hieleras-coolers
71a1cd30-aa8d-40e7-9649-20113044ed85,pp_e7c65742d828034316dc4a18,,"Necessaire ""HORTENSIA""",Ideal para tus viajes y rutinas diarias.Necessaire con amplio compartimento. Interior forrado en Poliéster 210D. Cierre con tirador metálico y asa lateral en tela de color gris.Med,,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
73015cac-eac9-4e89-adf8-4daf0620e19b,pp_f6c4fe730c0183f130ca5380,,"Resaltador ""FLOPI""","Marca lo que importaMarcador resaltador. Estructura rectangular plástica color blanco con amplia area de impresión. Punta biselada y puntera del color de la tinta.Medidas: 10,7 x 2",,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
73f02871-754d-49df-8a12-e493b99919a0,pp_2a8175c340f3357c7a219809,,"Mochila Cooler ""RIBERA""","Tu mejor aliada para salidas, picnics y viajesMochila cooler. Compartimento principal con cierre en la parte superior. Compartimento frontal con cierre. Dos bolsillos laterales de ",,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bebidas-termos-vasos', 'bolsas-mochilas-viaje', 'hogar-cocina', 'llaveros-identificadores']",mochilas-backpacks/hieleras-coolers/botellas-cilindros
76d914a7-c33a-4f77-9393-46ca10b99aad,pp_50160d8521cb151ca1c56fd1,,"Necessaire ""MALVON""","Lleva tus cosas siempre ordenadas.Necessaire de algodón reciclado. Cierre a tono con tirador de algodón de 4,5 x 2 cm.Medidas: 23,5 x 17 x 6,5 cm. 
Materiales: Algodón reciclado d",,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
7a5c8e09-2e6c-4574-999c-6ecacea93c57,pp_68bb2aa026383b9733c3d55e,,"JUEGO DE HABILIDAD ""TORRE""",5 x 16 x 5 cm. Madera. Bloques de madera que forman una torre. Cuenta con 45 piezas totales. Presentación en caja de regalo.,dcf767d4-2f29-4904-923a-fc6a1d4f373e,outdoor-deporte-recreacion,22d6181d-1180-45bc-9399-cade08cd6066,juegos-recreacion,HIGH_CONFIDENCE_EXACT,1.0,match:\bjuego\b,juegos-recreacion
7ac74d3f-8ba7-48f8-8b81-a72a645a316b,pp_ed5c4f9850c75ef29e76df5c,,"Botella térmica ""ALLY"" SUBLIMABLE","Ø 7 cm x 23 cm. Acero inoxidable. Capacidad 450 ml. Botella doble pared, sellada al vacío. Interior de acero 304 y exterior de acero 201. Pintura color blanco brillante apta para s",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dafde7ec-418f-4071-af3e-3ddc803feaa0,termos,HIGH_CONFIDENCE_EXACT,1.0,match:termic,termos
7b03d7b5-dc55-47a1-8a15-7d6d0dd53714,pp_270c976aeb5985980ac1bf20,,"MUG ""UMA""",Disfruta de tus bebidas en cualquier lugar.Mug doble Pared. Interior de plástico y exterior acero inoxidable 201. Pintura Powder Coat (pintura mas duradera y resistente a la corros,5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,3ac4291e-53ab-4bdc-b42a-9fc84648ba4f,tazas-mugs,HIGH_CONFIDENCE_EXACT,1.0,match:\bmug\b,tazas-mugs
7b4fb3a3-485c-4a0b-945f-5c54d70ce528,pp_c074af8f5921212c942675e0,,"Botella deportiva ""NADAL""","Tu compañera de cada desafíoBotella deportiva motivacional. Botella de color pastel con acabado frost. Tapa plástica combinada en color negro con el de la botella. Apertura rápida,",,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bebidas-termos-vasos', 'bolsas-mochilas-viaje']",deportivas-duffel/botellas-cilindros
